"id_receita","receitas_concatenadas"
770,"mantas para bebe, Boca de Boneca 15mm, mantas para bebe, Chapéu de Cowboy, mantas para bebe, Lã Amigurumi  Pelúcia - Rosa Claro, chaveiros, Boca de Boneca 15mm, chaveiros, Chapéu de Cowboy, chaveiros, Lã Amigurumi  Pelúcia - Rosa Claro"
771,"porta-toalhas, Olhos de Cachorro de Pelúcia 12mm, porta-toalhas, Chapéu de Sol, porta-toalhas, Lã Amigurumi Soft - Vermelho Escuro, porta-toalhas, Lã Amigurumi  Pelúcia - Roxo Escuro"
772,"porta-shampoo, Chapéu de Páscoa, porta-shampoo, Chapéu de Palha, porta-shampoo, Lã Amigurumi  Pelúcia - Azul Escuro"
773,"chapeus, Guirlandas, chapeus, Lã algodão 8 - Verde Escuro, chapeus, Lã Amigurumi  - Amarelo, golas, Guirlandas, golas, Lã algodão 8 - Verde Escuro, golas, Lã Amigurumi  - Amarelo"
774,"mochilas, Boca de Boneca 15mm"
775,"bichinhos, Guirlandas, bichinhos, Barbante Natural 6 - Roxo Escuro, bichinhos, Barbante 8 - Vermelho Claro, colares, Guirlandas, colares, Barbante Natural 6 - Roxo Escuro, colares, Barbante 8 - Vermelho Claro"
776,"animais de pelucia, Lã algodão 8 - Verde Escuro, luvas, Lã algodão 8 - Verde Escuro"
777,"cobertores, Bolinhas decorativas, toalhas de mesa, Bolinhas decorativas"
778,"capas para tampa de vaso, Chapéu de Festa, capas para tampa de vaso, Lã Amigurumi  Pelúcia - Verde Escuro, capas para tampa de vaso, Lã Amigurumi  Pelúcia - Marrom"
779,"babadores, Agulha de Crochê 4,0 mm, babadores, Lã algodão 8 - Rosa Claro, babadores, Barbante 8 - Azul Claro"
780,"chapeus, Focinho de Cachorro 10mm, chapeus, Lã Amigurumi  Pelúcia - Verde Claro, chapeus, Lã Amigurumi  Pelúcia - Azul Claro"
781,"cortinas, Boca de Gato 10mm, cortinas, Olhos de Gato de Plástico 6mm, cortinas, Lã Amigurumi  Pelúcia - Roxo Escuro"
782,"cestas organizadoras, Boca de Cachorro 12mm, cestas organizadoras, Olhos de Gato de Plástico 8mm, cestas organizadoras, Lã Amigurumi  Pelúcia - Laranja Escuro, gorros, Boca de Cachorro 12mm, gorros, Olhos de Gato de Plástico 8mm, gorros, Lã Amigurumi  Pelúcia - Laranja Escuro"
783,"saidas de praia, Boca de Cachorro 12mm, saidas de praia, Focinho de Cachorro 12mm, saidas de praia, Lã Amigurumi Soft - Rosa, saidas de praia, Lã Amigurumi Soft - Roxo Escuro, gorros, Boca de Cachorro 12mm, gorros, Focinho de Cachorro 12mm, gorros, Lã Amigurumi Soft - Rosa, gorros, Lã Amigurumi Soft - Roxo Escuro"
784,"porta-talheres, Botas de Natal, porta-talheres, Lã Amigurumi  Pelúcia - Cinza Escuro, capas para almofadas de agulhas de trico, Botas de Natal, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Cinza Escuro"
785,"porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Lã algodão 8 - Laranja Escuro, porta-toalhas, Barbante 8 - Branco, cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Laranja Escuro, cortinas, Barbante 8 - Branco"
786,"gorros, Olhos de Cachorro de Botão 8mm, gorros, Lã Amigurumi  Pelúcia - Laranja Escuro, gorros, Lã Amigurumi Soft - Azul Claro, cortinas, Olhos de Cachorro de Botão 8mm, cortinas, Lã Amigurumi  Pelúcia - Laranja Escuro, cortinas, Lã Amigurumi Soft - Azul Claro"
787,"cobertores, Olhos de Cachorro de Botão 6mm, cobertores, Chapéu de Festa, cobertores, Lã Amigurumi  Pelúcia - Verde, cobertores, Lã Amigurumi Soft - Cinza, diversos, outros, Olhos de Cachorro de Botão 6mm, diversos, outros, Chapéu de Festa, diversos, outros, Lã Amigurumi  Pelúcia - Verde, diversos, outros, Lã Amigurumi Soft - Cinza"
788,"cachecois, Chapéu de Páscoa, cachecois, Olhos de Cachorro de Botão 6mm, cachecois, Lã Amigurumi Soft - Preto, cachecois, Lã Amigurumi Soft - Laranja"
789,"cestas organizadoras, Agulha de Crochê 4,0 mm, cestas organizadoras, Barbante 8 - Vermelho Claro, capas para tampa de vaso, Agulha de Crochê 4,0 mm, capas para tampa de vaso, Barbante 8 - Vermelho Claro"
790,"cortinas, Óculos de Mergulho, cortinas, Lã Amigurumi Soft - Rosa Escuro, cortinas, Lã Amigurumi Soft - Verde Escuro"
791,"luvas, Boca de Cachorro 12mm, luvas, Olhos de Cachorro de Pelúcia 12mm, luvas, Lã Amigurumi Soft - Amarelo, luvas, Boca de Cachorro 12mm, luvas, Olhos de Cachorro de Pelúcia 12mm, luvas, Lã Amigurumi Soft - Amarelo"
792,"mantas para bebe, Agulha de Crochê 4,0 mm, mantas para bebe, Lã algodão 8 - Laranja Escuro, mantas para bebe, Lã algodão 8 - Rosa Claro, porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Lã algodão 8 - Laranja Escuro, porta-toalhas, Lã algodão 8 - Rosa Claro"
793,"cintos, Botas de Natal, cintos, Lã Amigurumi  Pelúcia - Amarelo Claro, porta-talheres, Botas de Natal, porta-talheres, Lã Amigurumi  Pelúcia - Amarelo Claro"
794,"capas para garrafas de agua quente, Mini Gorros de Papai Noel, capas para garrafas de agua quente, Lã algodão 6 - Rosa Claro"
795,"meias, Pequenas Caixas de Presente, meias, Lã Amigurumi  Pelúcia - Rosa Escuro, saidas de praia, Pequenas Caixas de Presente, saidas de praia, Lã Amigurumi  Pelúcia - Rosa Escuro"
796,"mochilas, Agulha de Crochê 4,0 mm, mochilas, Lã algodão 4 - Rosa Escuro, mochilas, Barbante 8 - Vermelho Claro"
797,"chapeus, Lã Amigurumi  - Cinza, chaveiros, Lã Amigurumi  - Cinza"
798,"top cropped, Óculos de Leitura, top cropped, Focinho de Porco 18mm, top cropped, Lã Amigurumi  Pelúcia - Vermelho Escuro"
799,"vestidos, Boca de Sorriso 20mm, cortinas, Boca de Sorriso 20mm"
800,"vestidos, Mini Gorros de Papai Noel, vestidos, Lã algodão 6 - Verde Claro, vestidos, Barbante Natural 6 - Cinza Escuro"
801,"tapetes de banheiro, Olhos de Gato de Plástico 6mm, tapetes de banheiro, Chapéu de Inverno, tapetes de banheiro, Lã Amigurumi Soft - Rosa Claro, porta-copos, Olhos de Gato de Plástico 6mm, porta-copos, Chapéu de Inverno, porta-copos, Lã Amigurumi Soft - Rosa Claro"
802,"porta-copos, Óculos de Sol, porta-copos, Lã Amigurumi Soft - Cinza Escuro, porta-copos, Lã Amigurumi Soft - Azul Escuro, bolsas, Óculos de Sol, bolsas, Lã Amigurumi Soft - Cinza Escuro, bolsas, Lã Amigurumi Soft - Azul Escuro"
803,"bichinhos, Pequenas Caixas de Presente, bichinhos, Bolinhas decorativas, gorros, Pequenas Caixas de Presente, gorros, Bolinhas decorativas"
804,"xales, Guirlandas, xales, Barbante 2 - Vermelho Claro, xales, Lã algodão 8 - Vermelho Claro, top cropped, Guirlandas, top cropped, Barbante 2 - Vermelho Claro, top cropped, Lã algodão 8 - Vermelho Claro"
805,"bolsas, Bolinhas decorativas, bolsas, Lã Amigurumi  Brilho - Vermelho Claro"
806,"chapeus, Lã Amigurumi  Brilho - Amarelo, cestas organizadoras, Lã Amigurumi  Brilho - Amarelo"
807,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 4 - Laranja, cortinas, Lã algodão 8 - Preto, cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 4 - Laranja, cortinas, Lã algodão 8 - Preto"
808,"cintos, Pequenas Caixas de Presente, cintos, Barbante 4 - Verde Escuro"
809,"panos de prato, Agulha de Crochê 4,0 mm, panos de prato, Lã algodão 8 - Branco, panos de prato, Lã algodão 4 - Verde Escuro"
810,"porta-sabonetes, Olhos de Cachorro de Pelúcia 10mm, porta-sabonetes, Chapéu de Inverno, porta-sabonetes, Lã Amigurumi Soft - Preto, porta-sabonetes, Lã Amigurumi Soft - Cinza, cortinas, Olhos de Cachorro de Pelúcia 10mm, cortinas, Chapéu de Inverno, cortinas, Lã Amigurumi Soft - Preto, cortinas, Lã Amigurumi Soft - Cinza"
811,"gorros, Lã Amigurumi  Pelúcia - Laranja Escuro, gorros, Lã Amigurumi  Pelúcia - Vermelho Escuro"
812,"top cropped, Lã Amigurumi  Pelúcia - Laranja"
813,"bolsas de tablet/laptop, Barbante 2 - Vermelho Escuro, bolsas de tablet/laptop, Barbante Natural 4 - Marrom"
814,"mantas para bebe, Bolinhas decorativas, mantas para bebe, Barbante 4 - Preto, mantas para bebe, Barbante 6 - Branco"
815,"jogos americanos, Guirlandas, jogos americanos, Barbante 8 - Laranja, jogos americanos, Lã Amigurumi  Pelúcia - Amarelo Claro, diversos, outros, Guirlandas, diversos, outros, Barbante 8 - Laranja, diversos, outros, Lã Amigurumi  Pelúcia - Amarelo Claro"
816,"conjuntos de lingerie, Óculos de Natação, conjuntos de lingerie, Óculos de Sol, conjuntos de lingerie, Lã Amigurumi  Pelúcia - Laranja, conjuntos de lingerie, Lã Amigurumi  Pelúcia - Azul Escuro"
817,"capas para almofadas, Agulha de Crochê Tunisiano 2,0 mm, capas para almofadas, Agulha de Crochê 9,0 mm, golas, Agulha de Crochê Tunisiano 2,0 mm, golas, Agulha de Crochê 9,0 mm"
818,"chapeus, Agulha de Crochê 4,0 mm, chapeus, Barbante 8 - Azul Claro, chapeus, Barbante 4 - Branco, tapetes de banheiro, Agulha de Crochê 4,0 mm, tapetes de banheiro, Barbante 8 - Azul Claro, tapetes de banheiro, Barbante 4 - Branco"
819,"porta-sabonetes, Óculos de Esportes, porta-sabonetes, Olhos de Gato de Plástico 6mm, porta-sabonetes, Lã Amigurumi  Pelúcia - Marrom"
820,"cintos, Chapéu de Páscoa, chaveiros, Chapéu de Páscoa"
821,"panos de prato, Boca de Sorriso 15mm, panos de prato, Lã Amigurumi  Pelúcia - Vermelho Escuro, panos de prato, Lã Amigurumi Soft - Preto, bolsas de tablet/laptop, Boca de Sorriso 15mm, bolsas de tablet/laptop, Lã Amigurumi  Pelúcia - Vermelho Escuro, bolsas de tablet/laptop, Lã Amigurumi Soft - Preto"
822,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Lã algodão 8 - Azul Claro, porta-copos, Agulha de Crochê 4,0 mm, porta-copos, Lã algodão 8 - Azul Claro"
823,"xales, Óculos de Esportes, xales, Focinho de Porco 18mm, xales, Lã Amigurumi Soft - Azul, xales, Lã Amigurumi Soft - Laranja Escuro, cortinas, Óculos de Esportes, cortinas, Focinho de Porco 18mm, cortinas, Lã Amigurumi Soft - Azul, cortinas, Lã Amigurumi Soft - Laranja Escuro"
824,"tapetes, Agulha de Crochê 4,0 mm, tapetes, Barbante 8 - Roxo Escuro, tapetes, Lã algodão 8 - Roxo"
825,"capas para garrafas de agua quente, Boca de Boneca 12mm, capas para garrafas de agua quente, Lã Amigurumi Soft - Cinza Claro"
826,"porta-toalhas, Focinho de Cachorro 12mm, porta-toalhas, Lã Amigurumi Soft - Azul, porta-toalhas, Lã Amigurumi  Pelúcia - Rosa, bonecos, Focinho de Cachorro 12mm, bonecos, Lã Amigurumi Soft - Azul, bonecos, Lã Amigurumi  Pelúcia - Rosa"
827,"amigurumis, Botão Pequeno Azul"
828,"bolsas de tablet/laptop, Olhos de Gato de Plástico 8mm, bolsas de tablet/laptop, Lã Amigurumi  Pelúcia - Azul Escuro, bolsas de tablet/laptop, Lã Amigurumi Soft - Verde, blusas, Olhos de Gato de Plástico 8mm, blusas, Lã Amigurumi  Pelúcia - Azul Escuro, blusas, Lã Amigurumi Soft - Verde"
829,"cachecois, Mini Árvores de Natal, cachecois, Barbante Natural 8 - Amarelo Escuro, cachecois, Barbante 2 - Rosa Claro"
830,"tapetes, Olhos de Cachorro de Pelúcia 12mm, tapetes, Focinho de Porco 18mm, tapetes, Lã Amigurumi Soft - Rosa, tapetes, Lã Amigurumi  Pelúcia - Preto, blusas, Olhos de Cachorro de Pelúcia 12mm, blusas, Focinho de Porco 18mm, blusas, Lã Amigurumi Soft - Rosa, blusas, Lã Amigurumi  Pelúcia - Preto"
831,"mantas para bebe, Agulha de Crochê 4,0 mm, mantas para bebe, Lã algodão 4 - Azul Claro"
832,"capas para livros, Chapéu de Inverno, capas para livros, Lã Amigurumi  Pelúcia - Amarelo Escuro"
833,"babadores, Botão Pequeno Gradiente, bolsas de tablet/laptop, Botão Pequeno Gradiente"
834,"amigurumis, Boca de Sorriso 15mm, amigurumis, Lã Amigurumi Soft - Cinza Claro, amigurumis, Lã Amigurumi  Pelúcia - Azul Claro, cortinas, Boca de Sorriso 15mm, cortinas, Lã Amigurumi Soft - Cinza Claro, cortinas, Lã Amigurumi  Pelúcia - Azul Claro"
835,"xales, Botão Pequeno Prateado"
836,"diversos, outros, Guirlandas, diversos, outros, Barbante 6 - Cinza Claro, diversos, outros, Barbante 4 - Verde Escuro, enfeites para carrinho de bebe, Guirlandas, enfeites para carrinho de bebe, Barbante 6 - Cinza Claro, enfeites para carrinho de bebe, Barbante 4 - Verde Escuro"
837,"cestas organizadoras, Mini Árvores de Natal, cestas organizadoras, Lã algodão 4 - Azul Escuro, cestas organizadoras, Barbante Natural 8 - Verde Claro"
838,"golas, Chapéu de Inverno, golas, Olhos de Cachorro de Botão 6mm, golas, Lã Amigurumi  Pelúcia - Rosa, almofadas, Chapéu de Inverno, almofadas, Olhos de Cachorro de Botão 6mm, almofadas, Lã Amigurumi  Pelúcia - Rosa"
839,"capas para garrafas de agua quente, Botão Pequeno Laranja, capas para garrafas de agua quente, Botão Pequeno Pastel"
840,"golas, Agulha de Crochê 4,0 mm, golas, Barbante 4 - Laranja, golas, Lã algodão 8 - Rosa Claro"
841,"cachecois, Botão Pequeno Marrom"
842,"porta-toalhas, Mini Gorros de Papai Noel, porta-toalhas, Lã Amigurumi Soft - Marrom"
843,"amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Lã algodão 4 - Preto"
844,"capas para livros, Guirlandas, capas para livros, Lã algodão 8 - Rosa Claro, coletes, Guirlandas, coletes, Lã algodão 8 - Rosa Claro"
845,"capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 8 - Laranja Escuro, cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 8 - Laranja Escuro"
846,"cortinas, Óculos de Segurança, cortinas, Óculos de Sol, cortinas, Lã Amigurumi  Pelúcia - Azul, cobertores, Óculos de Segurança, cobertores, Óculos de Sol, cobertores, Lã Amigurumi  Pelúcia - Azul"
847,"diversos, outros, Óculos de Mergulho, diversos, outros, Óculos de Leitura, diversos, outros, Lã Amigurumi Soft - Roxo Claro"
848,"bolsas de tablet/laptop, Lã Amigurumi Soft - Verde Claro, bolsas de tablet/laptop, Lã Amigurumi  Pelúcia - Rosa Escuro, bolsas de tablet/laptop, Lã Amigurumi Soft - Verde Claro, bolsas de tablet/laptop, Lã Amigurumi  Pelúcia - Rosa Escuro"
849,"diversos, outros, Lã Amigurumi  - Cinza"
850,"diversos, outros, Óculos de Natação, diversos, outros, Lã Amigurumi Soft - Amarelo Escuro, diversos, outros, Óculos de Natação, diversos, outros, Lã Amigurumi Soft - Amarelo Escuro"
851,"porta-shampoo, Pequenas Caixas de Presente, porta-shampoo, Barbante Natural 2 - Laranja Escuro, jogos americanos, Pequenas Caixas de Presente, jogos americanos, Barbante Natural 2 - Laranja Escuro"
852,"mantas para bebe, Chapéu de Páscoa, mantas para bebe, Boca de Cachorro 12mm, mantas para bebe, Lã Amigurumi Soft - Laranja, toucas e sapatinhos para bebe, Chapéu de Páscoa, toucas e sapatinhos para bebe, Boca de Cachorro 12mm, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Laranja"
853,"toucas e sapatinhos para bebe, Olhos de Cachorro de Botão 8mm, toucas e sapatinhos para bebe, Óculos de Mergulho, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Amarelo, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Roxo"
854,"capas para tampa de vaso, Agulha de Crochê 4,0 mm, capas para tampa de vaso, Barbante 4 - Rosa Escuro, blusas, Agulha de Crochê 4,0 mm, blusas, Barbante 4 - Rosa Escuro"
855,"mochilas, Agulha de Crochê 3,5 mm"
856,"meias, Lã Amigurumi Soft - Cinza, meias, Lã Amigurumi  Pelúcia - Azul, capas para livros, Lã Amigurumi Soft - Cinza, capas para livros, Lã Amigurumi  Pelúcia - Azul"
857,"blusas, Óculos de Leitura, blusas, Focinho de Porco 20mm, blusas, Lã Amigurumi  Pelúcia - Amarelo Claro, golas, Óculos de Leitura, golas, Focinho de Porco 20mm, golas, Lã Amigurumi  Pelúcia - Amarelo Claro"
858,"animais de pelucia, Olhos de Cachorro de Pelúcia 12mm, animais de pelucia, Lã Amigurumi  Pelúcia - Verde Claro, cintos, Olhos de Cachorro de Pelúcia 12mm, cintos, Lã Amigurumi  Pelúcia - Verde Claro"
859,"conjuntos de lingerie, Olhos de Cachorro de Botão 8mm, conjuntos de lingerie, Focinho de Urso 15mm, conjuntos de lingerie, Lã Amigurumi Soft - Azul, conjuntos de lingerie, Lã Amigurumi Soft - Roxo Escuro, bonecos, Olhos de Cachorro de Botão 8mm, bonecos, Focinho de Urso 15mm, bonecos, Lã Amigurumi Soft - Azul, bonecos, Lã Amigurumi Soft - Roxo Escuro"
860,"toalhas de mesa, Óculos de Esportes, toalhas de mesa, Olhos de Cachorro de Pelúcia 12mm, toalhas de mesa, Lã Amigurumi  Pelúcia - Amarelo Claro, toalhas de mesa, Lã Amigurumi  Pelúcia - Vermelho Escuro, top cropped, Óculos de Esportes, top cropped, Olhos de Cachorro de Pelúcia 12mm, top cropped, Lã Amigurumi  Pelúcia - Amarelo Claro, top cropped, Lã Amigurumi  Pelúcia - Vermelho Escuro"
861,"tapetes, Botas de Natal, tapetes, Lã Amigurumi Soft - Vermelho, tapetes, Botas de Natal, tapetes, Lã Amigurumi Soft - Vermelho"
862,"diversos, outros, Botas de Natal, diversos, outros, Barbante 6 - Amarelo Escuro"
863,"saidas de praia, Óculos de Sol, saidas de praia, Focinho de Porco 20mm, saidas de praia, Lã Amigurumi Soft - Amarelo Claro, saidas de praia, Lã Amigurumi Soft - Azul Escuro, porta-sabonetes, Óculos de Sol, porta-sabonetes, Focinho de Porco 20mm, porta-sabonetes, Lã Amigurumi Soft - Amarelo Claro, porta-sabonetes, Lã Amigurumi Soft - Azul Escuro"
864,"animais de pelucia, Olhos de Gato de Plástico 8mm, animais de pelucia, Boca de Gato 10mm, animais de pelucia, Lã Amigurumi Soft - Preto"
865,"colares, Óculos de Leitura, colares, Olhos de Cachorro de Botão 6mm, blusas, Óculos de Leitura, blusas, Olhos de Cachorro de Botão 6mm"
866,"enfeites para carrinho de bebe, Agulha de Crochê Tunisiano 6,0 mm, animais de pelucia, Agulha de Crochê Tunisiano 6,0 mm"
867,"babadores, Focinho de Cachorro 12mm, babadores, Lã Amigurumi  Pelúcia - Cinza Escuro"
868,"gorros, Mini Árvores de Natal, gorros, Lã Amigurumi Soft - Marrom, porta-talheres, Mini Árvores de Natal, porta-talheres, Lã Amigurumi Soft - Marrom"
869,"almofadas, Pequenas Caixas de Presente, almofadas, Lã Amigurumi  - Roxo Escuro"
870,"almofadas, Óculos de Mergulho, almofadas, Focinho de Cachorro 12mm, almofadas, Lã Amigurumi Soft - Laranja Escuro, almofadas, Lã Amigurumi  Pelúcia - Vermelho"
871,"jogos americanos, Focinho de Cachorro 12mm, jogos americanos, Olhos de Cachorro de Pelúcia 12mm, jogos americanos, Lã Amigurumi Soft - Roxo, jogos americanos, Lã Amigurumi  Pelúcia - Laranja Escuro, toucas e sapatinhos para bebe, Focinho de Cachorro 12mm, toucas e sapatinhos para bebe, Olhos de Cachorro de Pelúcia 12mm, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Roxo, toucas e sapatinhos para bebe, Lã Amigurumi  Pelúcia - Laranja Escuro"
872,"porta-sabonetes, Chapéu de Sol, porta-sabonetes, Lã Amigurumi Soft - Amarelo Claro, chapeus, Chapéu de Sol, chapeus, Lã Amigurumi Soft - Amarelo Claro"
873,"top cropped, Agulha de Crochê 4,0 mm, top cropped, Lã algodão 8 - Rosa Claro"
874,"animais de pelucia, Pequenas Caixas de Presente, animais de pelucia, Lã algodão 6 - Rosa, porta-sabonetes, Pequenas Caixas de Presente, porta-sabonetes, Lã algodão 6 - Rosa"
875,"cintos, Boca de Sorriso 15mm, cintos, Lã Amigurumi Soft - Vermelho Claro, cintos, Lã Amigurumi Soft - Amarelo"
876,"chaveiros, Olhos de Gato de Plástico 8mm, chaveiros, Lã Amigurumi  Pelúcia - Cinza Claro, porta-talheres, Olhos de Gato de Plástico 8mm, porta-talheres, Lã Amigurumi  Pelúcia - Cinza Claro"
877,"cortinas, Focinho de Cachorro 12mm, cortinas, Olhos de Gato de Plástico 6mm, cortinas, Lã Amigurumi Soft - Laranja Claro, porta-sabonetes, Focinho de Cachorro 12mm, porta-sabonetes, Olhos de Gato de Plástico 6mm, porta-sabonetes, Lã Amigurumi Soft - Laranja Claro"
878,"babadores, Chapéu de Sol, babadores, Lã Amigurumi Soft - Verde Escuro, babadores, Lã Amigurumi  Pelúcia - Vermelho Claro"
879,"luvas, Boca de Gato 10mm, luvas, Lã Amigurumi  Pelúcia - Rosa Claro, luvas, Lã Amigurumi Soft - Preto, toalhas de mesa, Boca de Gato 10mm, toalhas de mesa, Lã Amigurumi  Pelúcia - Rosa Claro, toalhas de mesa, Lã Amigurumi Soft - Preto"
880,"cintos, Agulha de Crochê 4,0 mm, cintos, Lã algodão 8 - Vermelho Claro, cintos, Lã algodão 4 - Rosa Claro, bichinhos, Agulha de Crochê 4,0 mm, bichinhos, Lã algodão 8 - Vermelho Claro, bichinhos, Lã algodão 4 - Rosa Claro"
881,"babadores, Focinho de Porco 20mm, babadores, Lã Amigurumi  Pelúcia - Roxo Claro"
882,"biquinis, Focinho de Cachorro 10mm, biquinis, Chapéu de Inverno, biquinis, Lã Amigurumi Soft - Vermelho"
883,"capas para livros, Boca de Sorriso 20mm, capas para livros, Focinho de Porco 18mm, capas para livros, Lã Amigurumi Soft - Azul, capas para livros, Lã Amigurumi  Pelúcia - Azul"
884,"tapetes de banheiro, Agulha de Crochê 4,0 mm, tapetes de banheiro, Lã algodão 4 - Preto, cestas organizadoras, Agulha de Crochê 4,0 mm, cestas organizadoras, Lã algodão 4 - Preto"
885,"tapetes de banheiro, Agulha de Crochê 4,0 mm, tapetes de banheiro, Lã algodão 8 - Laranja Escuro, tapetes de banheiro, Lã algodão 4 - Laranja Escuro"
886,"bonecos, Óculos de Mergulho, bonecos, Lã Amigurumi  Pelúcia - Rosa Claro, bonecos, Lã Amigurumi Soft - Preto"
887,"babadores, Agulha de Crochê 4,0 mm, babadores, Barbante 4 - Cinza Escuro, capas para almofadas de agulhas de trico, Agulha de Crochê 4,0 mm, capas para almofadas de agulhas de trico, Barbante 4 - Cinza Escuro"
888,"cortinas, Lã Amigurumi Soft - Azul Claro, animais de pelucia, Lã Amigurumi Soft - Azul Claro"
889,"porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Lã algodão 8 - Azul Claro"
890,"bichinhos, Boca de Boneca 15mm, bichinhos, Chapéu de Inverno, bichinhos, Lã Amigurumi Soft - Azul Escuro, vestidos, Boca de Boneca 15mm, vestidos, Chapéu de Inverno, vestidos, Lã Amigurumi Soft - Azul Escuro"
891,"babadores, Focinho de Porco 20mm, babadores, Lã Amigurumi Soft - Roxo Claro"
892,"porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Lã algodão 8 - Vermelho Claro"
893,"babadores, Mini Gorros de Papai Noel, babadores, Lã algodão 2 - Vermelho, babadores, Lã algodão 4 - Roxo, amigurumis, Mini Gorros de Papai Noel, amigurumis, Lã algodão 2 - Vermelho, amigurumis, Lã algodão 4 - Roxo"
894,"biquinis, Agulha de Crochê 4,0 mm, biquinis, Barbante 4 - Verde Escuro"
895,"capas para tampa de vaso, Olhos de Gato de Plástico 6mm, capas para tampa de vaso, Lã Amigurumi  Pelúcia - Preto, capas para tampa de vaso, Lã Amigurumi Soft - Rosa Claro, mochilas, Olhos de Gato de Plástico 6mm, mochilas, Lã Amigurumi  Pelúcia - Preto, mochilas, Lã Amigurumi Soft - Rosa Claro"
896,"golas, Fivelas para cintos, golas, Óculos de Leitura"
897,"cintos, Focinho de Gato 10mm, cintos, Boca de Sorriso 20mm, cintos, Lã Amigurumi  Pelúcia - Cinza Claro, diversos, outros, Focinho de Gato 10mm, diversos, outros, Boca de Sorriso 20mm, diversos, outros, Lã Amigurumi  Pelúcia - Cinza Claro"
898,"saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Lã algodão 8 - Azul Claro, saidas de praia, Barbante 4 - Verde Escuro"
899,"tapetes de banheiro, Agulha de Crochê 4,5 mm, tapetes de banheiro, Agulha de Crochê 5,5 mm, capas para livros, Agulha de Crochê 4,5 mm, capas para livros, Agulha de Crochê 5,5 mm"
900,"cachecois, Agulha de Crochê 4,0 mm, cachecois, Lã algodão 4 - Marrom, cachecois, Lã algodão 4 - Branco"
901,"luvas, Focinho de Cachorro 10mm, luvas, Lã Amigurumi Soft - Laranja Escuro, luvas, Lã Amigurumi  Pelúcia - Azul Escuro, jogos americanos, Focinho de Cachorro 10mm, jogos americanos, Lã Amigurumi Soft - Laranja Escuro, jogos americanos, Lã Amigurumi  Pelúcia - Azul Escuro"
902,"chaveiros, Olhos de Gato de Plástico 6mm, chaveiros, Lã Amigurumi  Pelúcia - Laranja"
903,"bolsas, Mini Árvores de Natal, bolsas, Barbante 8 - Cinza Escuro"
904,"capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 8 - Azul, capas para garrafas de agua quente, Lã algodão 4 - Laranja Claro"
905,"porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Barbante 4 - Azul Claro, porta-talheres, Barbante 8 - Amarelo Claro, amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Barbante 4 - Azul Claro, amigurumis, Barbante 8 - Amarelo Claro"
906,"cintos, Botas de Natal, cintos, Lã algodão 6 - Rosa Escuro, cintos, Lã Amigurumi  - Branco, enfeites para carrinho de bebe, Botas de Natal, enfeites para carrinho de bebe, Lã algodão 6 - Rosa Escuro, enfeites para carrinho de bebe, Lã Amigurumi  - Branco"
907,"toalhas de mesa, Boca de Sorriso 15mm, toalhas de mesa, Chapéu de Cowboy, toalhas de mesa, Lã Amigurumi  Pelúcia - Roxo Claro"
908,"capas para almofadas, Mini Árvores de Natal, capas para almofadas, Lã algodão 4 - Rosa Claro, cachecois, Mini Árvores de Natal, cachecois, Lã algodão 4 - Rosa Claro"
909,"amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Barbante 4 - Amarelo Claro, capas para tampa de vaso, Agulha de Crochê 4,0 mm, capas para tampa de vaso, Barbante 4 - Amarelo Claro"
910,"coletes, Agulha de Crochê 4,0 mm, coletes, Lã algodão 4 - Vermelho Escuro, coletes, Lã algodão 8 - Amarelo, capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 4 - Vermelho Escuro, capas para garrafas de agua quente, Lã algodão 8 - Amarelo"
911,"porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Barbante 8 - Cinza Escuro, toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Barbante 8 - Cinza Escuro"
912,"amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Barbante 8 - Preto, chaveiros, Agulha de Crochê 4,0 mm, chaveiros, Barbante 8 - Preto"
